Dataset,Direction,Side,Layer,rho,Delta-MER,Delta-PIER,Delta-MatrixRet,Delta-Outside
seame_dev_sge,Conditioning,decoder,24,0.5,-0.0299194476409666,-0.03409090909090906,0.033333333333333326,
seame_dev_sge,Conditioning,decoder,24,1.0,-0.08400460299194473,-0.07954545454545447,0.135,
seame_dev_sge,Conditioning,decoder,26,0.25,-0.012658227848101278,0.011363636363636354,0.026666666666666616,
seame_dev_sge,Conditioning,decoder,26,0.5,-0.05178365937859608,0.022727272727272818,0.07833333333333325,
seame_dev_sge,Conditioning,decoder,26,1.0,-0.33256616800920596,0.022727272727272818,0.255,
seame_dev_sge,Conditioning,decoder,27,0.25,-0.024165707710011475,0.0,0.030000000000000027,
seame_dev_sge,Conditioning,decoder,27,0.5,-0.021864211737629424,0.022727272727272818,0.03499999999999992,
seame_dev_sge,Conditioning,decoder,27,1.0,-0.41426927502876865,-0.07954545454545447,0.3733333333333333,
seame_dev_sge,Conditioning,decoder,31,0.25,-0.02186421173762948,0.06818181818181823,0.040000000000000036,
seame_dev_sge,Conditioning,decoder,31,0.5,-2.037974683544304,0.011363636363636354,0.4766666666666666,
seame_dev_sge,Conditioning,decoder,31,1.0,-9.399309551208285,-0.14772727272727282,0.8216666666666667,
