direction,layer,rho,wer,mer,pier,en_wer,matrix_cer,corrections,corruptions,utility,outside_harm,embed_retention,matrix_retention,energy,utility_per_energy,edits,effective_dose,direction_hash,source
Local+Cond,16,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,422.04179525375366,-0.007108300726936873,231,1.8696843113778996,sha256:ff2f1be1b554f6f71307d5b9a5fd5e949d6bdb12d7f03cd156d98612f0219049,NEW
Local+Cond,16,0.5,n/a — no frozen canonical overall WER,0.2740740740740741,0.7205882352941176,0.7205882352941176,0.11055276381909548,0,0,-3.0,3,1.0,0.9831460674157303,790.112212896347,-0.0037969290324000636,229,3.739368622755799,sha256:ff2f1be1b554f6f71307d5b9a5fd5e949d6bdb12d7f03cd156d98612f0219049,NEW
Local+Cond,16,1.0,n/a — no frozen canonical overall WER,0.3074074074074074,0.8088235294117647,0.8088235294117647,0.12562814070351758,0,6,-11.0,6,0.6842105263157895,0.9719101123595506,1278.9210619926453,-0.008600999957621511,220,7.478737245511598,sha256:ff2f1be1b554f6f71307d5b9a5fd5e949d6bdb12d7f03cd156d98612f0219049,NEW
Local+Cond,16,2.0,n/a — no frozen canonical overall WER,1.1777777777777778,0.9705882352941176,0.9705882352941176,1.2512562814070352,0,17,-175.0,169,0.10526315789473684,0.11235955056179775,1357.6162300109863,-0.1289024071247173,160,14.957474491023197,sha256:ff2f1be1b554f6f71307d5b9a5fd5e949d6bdb12d7f03cd156d98612f0219049,NEW
Local,16,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,414.981227517128,-0.007229242676709219,229,1.8696843113778996,sha256:39d622a7875affa89e7a4c3a04e9511fc3f15d65c6efea800c6c9c033843629c,NEW
Local,16,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,774.1433284282684,-0.006458752296104424,227,3.739368622755799,sha256:39d622a7875affa89e7a4c3a04e9511fc3f15d65c6efea800c6c9c033843629c,NEW
Local,16,1.0,n/a — no frozen canonical overall WER,0.3962962962962963,0.7941176470588235,0.7941176470588235,0.25125628140703515,0,5,-38.0,37,0.7368421052631579,0.8146067415730337,1309.4484939575195,-0.029019850857328014,228,7.478737245511598,sha256:39d622a7875affa89e7a4c3a04e9511fc3f15d65c6efea800c6c9c033843629c,NEW
Local,16,2.0,n/a — no frozen canonical overall WER,0.8962962962962963,0.8529411764705882,1.088235294117647,0.8291457286432161,2,11,-153.0,152,0.42105263157894735,0.19101123595505617,1338.6391334533691,-0.11429517946729717,162,14.957474491023197,sha256:39d622a7875affa89e7a4c3a04e9511fc3f15d65c6efea800c6c9c033843629c,NEW
Raw+Cond,16,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,422.02132749557495,-0.007108645474869883,231,1.8696843113778996,sha256:2194f44fa6e405a046cb54c45e19e86c04734e332a94b7bf563d207048a39464,NEW
Raw+Cond,16,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-6.0,6,1.0,0.9662921348314607,779.9446363449097,-0.0076928537237182315,226,3.739368622755799,sha256:2194f44fa6e405a046cb54c45e19e86c04734e332a94b7bf563d207048a39464,NEW
Raw+Cond,16,1.0,n/a — no frozen canonical overall WER,0.3074074074074074,0.8088235294117647,0.8088235294117647,0.12562814070351758,0,6,-11.0,6,0.6842105263157895,0.9719101123595506,1278.8719038963318,-0.008601330568359789,220,7.478737245511598,sha256:2194f44fa6e405a046cb54c45e19e86c04734e332a94b7bf563d207048a39464,NEW
Raw+Cond,16,2.0,n/a — no frozen canonical overall WER,1.1777777777777778,0.9705882352941176,0.9705882352941176,1.2512562814070352,0,17,-175.0,169,0.10526315789473684,0.11235955056179775,1357.614797115326,-0.1289025431748695,160,14.957474491023197,sha256:2194f44fa6e405a046cb54c45e19e86c04734e332a94b7bf563d207048a39464,NEW
Raw,16,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,416.79636657238007,-0.00719775948305688,230,1.8696843113778996,sha256:994f21d622e2fe4a497e41cb39b5f987a7e843c2464e19efdc73745e9de747b1,NEW
Raw,16,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,770.6680769920349,-0.006487877400495566,226,3.739368622755799,sha256:994f21d622e2fe4a497e41cb39b5f987a7e843c2464e19efdc73745e9de747b1,NEW
Raw,16,1.0,n/a — no frozen canonical overall WER,0.3962962962962963,0.7941176470588235,0.7941176470588235,0.25125628140703515,0,5,-38.0,37,0.7368421052631579,0.8146067415730337,1309.334291934967,-0.02902238201051211,228,7.478737245511598,sha256:994f21d622e2fe4a497e41cb39b5f987a7e843c2464e19efdc73745e9de747b1,NEW
Raw,16,2.0,n/a — no frozen canonical overall WER,0.9037037037037037,0.8676470588235294,1.1176470588235294,0.8291457286432161,2,12,-154.0,153,0.3684210526315789,0.19101123595505617,1355.5483269691467,-0.11360716319448871,164,14.957474491023197,sha256:994f21d622e2fe4a497e41cb39b5f987a7e843c2464e19efdc73745e9de747b1,NEW
Conditioning,17,0.25,n/a — no frozen canonical overall WER,0.2814814814814815,0.7205882352941176,0.7205882352941176,0.12060301507537688,0,0,-4.0,4,1.0,0.9775280898876404,434.3755841255188,-0.009208620710238044,233,1.8912443153504779,sha256:10eb51521b1ea80b2c9e6f2e948655d6155c6669e1b0bdd2541aee3f3cbb3c9e,NEW
Conditioning,17,0.5,n/a — no frozen canonical overall WER,0.2777777777777778,0.6911764705882353,0.6911764705882353,0.12562814070351758,2,0,-3.0,5,1.0,0.9719101123595506,824.7958676815033,-0.003637263615824099,233,3.7824886307009558,sha256:10eb51521b1ea80b2c9e6f2e948655d6155c6669e1b0bdd2541aee3f3cbb3c9e,NEW
Conditioning,17,1.0,n/a — no frozen canonical overall WER,0.3,0.75,0.75,0.135678391959799,0,2,-9.0,7,0.8947368421052632,0.9606741573033708,1401.5030717849731,-0.006421676970381149,235,7.5649772614019115,sha256:10eb51521b1ea80b2c9e6f2e948655d6155c6669e1b0bdd2541aee3f3cbb3c9e,NEW
Conditioning,17,2.0,n/a — no frozen canonical overall WER,0.5074074074074074,0.9264705882352942,0.9411764705882353,0.35175879396984927,0,14,-63.0,58,0.2631578947368421,0.7247191011235955,1391.4224829673767,-0.04527740551212374,170,15.129954522803823,sha256:10eb51521b1ea80b2c9e6f2e948655d6155c6669e1b0bdd2541aee3f3cbb3c9e,NEW
Local+Cond,17,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,428.74424397945404,-0.00233239282869048,231,1.8912443153504779,sha256:8b1c440431b5f0af3d1c0ad5058c1a54a6a779c632a9c97084d1b5dcd8ed292b,NEW
Local+Cond,17,0.5,n/a — no frozen canonical overall WER,0.26296296296296295,0.7205882352941176,0.7205882352941176,0.09547738693467336,0,0,-1.0,1,1.0,0.9943820224719101,815.6046094894409,-0.0012260842917820051,232,3.7824886307009558,sha256:8b1c440431b5f0af3d1c0ad5058c1a54a6a779c632a9c97084d1b5dcd8ed292b,NEW
Local+Cond,17,1.0,n/a — no frozen canonical overall WER,0.3111111111111111,0.7352941176470589,0.7352941176470589,0.15577889447236182,0,1,-12.0,12,0.9473684210526315,0.9382022471910112,1156.9069175720215,-0.010372485303471235,195,7.5649772614019115,sha256:8b1c440431b5f0af3d1c0ad5058c1a54a6a779c632a9c97084d1b5dcd8ed292b,NEW
Local+Cond,17,2.0,n/a — no frozen canonical overall WER,1.211111111111111,0.9852941176470589,0.9852941176470589,1.2914572864321607,0,18,-186.0,180,0.05263157894736842,0.056179775280898875,848.8996410369873,-0.2191071724011906,106,15.129954522803823,sha256:8b1c440431b5f0af3d1c0ad5058c1a54a6a779c632a9c97084d1b5dcd8ed292b,NEW
Local,17,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,421.1921458244324,-0.0023742133131248724,229,1.8912443153504779,sha256:77a7d6e3faf2dbc9dc9ee74b69e28dc00818112f5990a18b45996a769a85805a,NEW
Local,17,0.5,n/a — no frozen canonical overall WER,0.2740740740740741,0.7352941176470589,0.7352941176470589,0.10552763819095477,0,1,-4.0,4,0.9473684210526315,0.9831460674157303,777.8114604949951,-0.005142634434126775,224,3.7824886307009558,sha256:77a7d6e3faf2dbc9dc9ee74b69e28dc00818112f5990a18b45996a769a85805a,NEW
Local,17,1.0,n/a — no frozen canonical overall WER,1.1592592592592592,0.7205882352941176,0.7352941176470589,1.306532663316583,2,2,-76.0,78,0.8947368421052632,0.5730337078651685,2041.3653559684753,-0.03722998422491778,339,7.5649772614019115,sha256:77a7d6e3faf2dbc9dc9ee74b69e28dc00818112f5990a18b45996a769a85805a,NEW
Local,17,2.0,n/a — no frozen canonical overall WER,1.462962962962963,0.9411764705882353,0.9411764705882353,1.6482412060301508,0,15,-181.0,175,0.21052631578947367,0.06741573033707865,1918.823422908783,-0.09432863797629615,224,15.129954522803823,sha256:77a7d6e3faf2dbc9dc9ee74b69e28dc00818112f5990a18b45996a769a85805a,NEW
Raw+Cond,17,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,428.7756015062332,-0.002332222254454613,231,1.8912443153504779,sha256:b55491e302562eae8b1be68debc5136e044cd1f1fb5863ce7680c3958b011948,NEW
Raw+Cond,17,0.5,n/a — no frozen canonical overall WER,0.26296296296296295,0.7205882352941176,0.7205882352941176,0.09547738693467336,0,0,-1.0,1,1.0,0.9943820224719101,812.1662895679474,-0.001231274940667601,231,3.7824886307009558,sha256:b55491e302562eae8b1be68debc5136e044cd1f1fb5863ce7680c3958b011948,NEW
Raw+Cond,17,1.0,n/a — no frozen canonical overall WER,0.3,0.7352941176470589,0.7352941176470589,0.1407035175879397,0,1,-10.0,10,0.9473684210526315,0.949438202247191,1161.7369446754456,-0.008607800626323114,196,7.5649772614019115,sha256:b55491e302562eae8b1be68debc5136e044cd1f1fb5863ce7680c3958b011948,NEW
Raw+Cond,17,2.0,n/a — no frozen canonical overall WER,1.2185185185185186,0.9852941176470589,0.9852941176470589,1.3015075376884422,0,18,-186.0,180,0.05263157894736842,0.056179775280898875,864.9288320541382,-0.21504659471030071,108,15.129954522803823,sha256:b55491e302562eae8b1be68debc5136e044cd1f1fb5863ce7680c3958b011948,NEW
Raw,17,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,421.2865957021713,-0.0023736810290231744,229,1.8912443153504779,sha256:66d5a9bdfce39cb478cc758e401f7eefe43031268ebb6738eb91e0c55386d468,NEW
Raw,17,0.5,n/a — no frozen canonical overall WER,0.2740740740740741,0.7352941176470589,0.7352941176470589,0.10552763819095477,0,1,-4.0,4,0.9473684210526315,0.9831460674157303,777.7919704914093,-0.005142763298871289,224,3.7824886307009558,sha256:66d5a9bdfce39cb478cc758e401f7eefe43031268ebb6738eb91e0c55386d468,NEW
Raw,17,1.0,n/a — no frozen canonical overall WER,0.4703703703703704,0.7205882352941176,0.7352941176470589,0.37185929648241206,2,2,-53.0,55,0.8947368421052632,0.702247191011236,1006.445574760437,-0.052660572344029155,173,7.5649772614019115,sha256:66d5a9bdfce39cb478cc758e401f7eefe43031268ebb6738eb91e0c55386d468,NEW
Raw,17,2.0,n/a — no frozen canonical overall WER,1.462962962962963,0.9411764705882353,0.9411764705882353,1.6482412060301508,0,15,-181.0,175,0.21052631578947367,0.06741573033707865,1918.9551620483398,-0.09432216217433458,224,15.129954522803823,sha256:66d5a9bdfce39cb478cc758e401f7eefe43031268ebb6738eb91e0c55386d468,NEW
Conditioning,18,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,430.7202082872391,-0.0023216927851528136,233,1.8886876428045627,sha256:73d0ad18ce159709de8674bf75695a1c43908aa10070e3c95c8be6e3915ac086,NEW
Conditioning,18,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.6617647058823529,0.6617647058823529,0.15577889447236182,4,0,-7.0,11,1.0,0.9382022471910112,807.9643471240997,-0.008663748623211008,232,3.7773752856091254,sha256:73d0ad18ce159709de8674bf75695a1c43908aa10070e3c95c8be6e3915ac086,NEW
Conditioning,18,1.0,n/a — no frozen canonical overall WER,0.28888888888888886,0.6470588235294118,0.6617647058823529,0.1507537688442211,5,0,-2.0,7,1.0,0.9606741573033708,1387.184313774109,-0.0014417694751453793,239,7.554750571218251,sha256:73d0ad18ce159709de8674bf75695a1c43908aa10070e3c95c8be6e3915ac086,NEW
Conditioning,18,2.0,n/a — no frozen canonical overall WER,0.7481481481481481,0.9852941176470589,1.0,0.6582914572864321,0,18,-117.0,111,0.05263157894736842,0.4438202247191011,1070.488869190216,-0.10929585852537264,136,15.109501142436502,sha256:73d0ad18ce159709de8674bf75695a1c43908aa10070e3c95c8be6e3915ac086,NEW
Local+Cond,18,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,426.2491226196289,-0.0023460458847498157,232,1.8886876428045627,sha256:c5f6dfe2a3535f03f4c19e55cf0b08e86eae2ad4a5faaf398edd143f952b0201,NEW
Local+Cond,18,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7205882352941176,0.7205882352941176,0.12060301507537688,0,0,-4.0,4,1.0,0.9775280898876404,791.4572668075562,-0.00505396837928409,229,3.7773752856091254,sha256:c5f6dfe2a3535f03f4c19e55cf0b08e86eae2ad4a5faaf398edd143f952b0201,NEW
Local+Cond,18,1.0,n/a — no frozen canonical overall WER,0.42592592592592593,0.7205882352941176,0.7205882352941176,0.3165829145728643,2,2,-42.0,44,0.8947368421052632,0.7640449438202247,974.7304701805115,-0.043088834590573506,170,7.554750571218251,sha256:c5f6dfe2a3535f03f4c19e55cf0b08e86eae2ad4a5faaf398edd143f952b0201,NEW
Local+Cond,18,2.0,n/a — no frozen canonical overall WER,1.4444444444444444,0.9264705882352942,0.9264705882352942,1.6281407035175879,0,14,-170.0,164,0.2631578947368421,0.12359550561797752,1983.4950685501099,-0.0857072965269665,242,15.109501142436502,sha256:c5f6dfe2a3535f03f4c19e55cf0b08e86eae2ad4a5faaf398edd143f952b0201,NEW
Local,18,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,418.5135473012924,-0.0023894089126823156,229,1.8886876428045627,sha256:64d4ad07fc967916b8708ce8e76f4c3a5dc5d66eb846e1821776c49300e11d59,NEW
Local,18,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7205882352941176,0.7205882352941176,0.12060301507537688,0,0,-5.0,5,1.0,0.9719101123595506,780.9773082733154,-0.006402234670626525,227,3.7773752856091254,sha256:64d4ad07fc967916b8708ce8e76f4c3a5dc5d66eb846e1821776c49300e11d59,NEW
Local,18,1.0,n/a — no frozen canonical overall WER,0.3296296296296296,0.75,0.75,0.17587939698492464,0,2,-18.0,18,0.8947368421052632,0.9101123595505618,1088.3189086914062,-0.016539269745522646,189,7.554750571218251,sha256:64d4ad07fc967916b8708ce8e76f4c3a5dc5d66eb846e1821776c49300e11d59,NEW
Local,18,2.0,n/a — no frozen canonical overall WER,0.8481481481481481,0.8676470588235294,0.8676470588235294,0.8391959798994975,0,10,-156.0,153,0.47368421052631576,0.1797752808988764,485.9441566467285,-0.321024541331009,61,15.109501142436502,sha256:64d4ad07fc967916b8708ce8e76f4c3a5dc5d66eb846e1821776c49300e11d59,NEW
Raw+Cond,18,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,426.1872936487198,-0.0023463862365268894,232,1.8886876428045627,sha256:d637db1def8d3578cc7ef4056fdbc2099dd725c9582a22afc925ef10f88a1b67,NEW
Raw+Cond,18,0.5,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,794.6315221786499,-0.003775334751099311,230,3.7773752856091254,sha256:d637db1def8d3578cc7ef4056fdbc2099dd725c9582a22afc925ef10f88a1b67,NEW
Raw+Cond,18,1.0,n/a — no frozen canonical overall WER,0.4222222222222222,0.75,0.75,0.3015075376884422,0,2,-41.0,41,0.8947368421052632,0.7808988764044944,1027.1514129638672,-0.03991621827369504,179,7.554750571218251,sha256:d637db1def8d3578cc7ef4056fdbc2099dd725c9582a22afc925ef10f88a1b67,NEW
Raw+Cond,18,2.0,n/a — no frozen canonical overall WER,1.4555555555555555,0.9411764705882353,0.9411764705882353,1.6381909547738693,0,15,-173.0,167,0.21052631578947367,0.11235955056179775,1919.1916246414185,-0.09014211909783802,234,15.109501142436502,sha256:d637db1def8d3578cc7ef4056fdbc2099dd725c9582a22afc925ef10f88a1b67,NEW
Raw,18,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,418.48407888412476,-0.002389577167825524,229,1.8886876428045627,sha256:a79ca224683fdcd0994b832a22556baed18a0a72432350fb6706597c4ed4c1da,NEW
Raw,18,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,774.449990272522,-0.006456194799925745,225,3.7773752856091254,sha256:a79ca224683fdcd0994b832a22556baed18a0a72432350fb6706597c4ed4c1da,NEW
Raw,18,1.0,n/a — no frozen canonical overall WER,0.3148148148148148,0.75,0.75,0.15577889447236182,0,2,-14.0,14,0.8947368421052632,0.9325842696629213,1181.8197755813599,-0.011846137870821404,205,7.554750571218251,sha256:a79ca224683fdcd0994b832a22556baed18a0a72432350fb6706597c4ed4c1da,NEW
Raw,18,2.0,n/a — no frozen canonical overall WER,0.8296296296296296,0.8676470588235294,0.8676470588235294,0.8140703517587939,0,10,-151.0,148,0.47368421052631576,0.20786516853932585,637.1671304702759,-0.23698648718516124,79,15.109501142436502,sha256:a79ca224683fdcd0994b832a22556baed18a0a72432350fb6706597c4ed4c1da,NEW
Conditioning,19,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,442.4091891050339,-0.006781052640585546,232,1.9389354723602459,sha256:ca64bd4faf7f7fa84e83861d6d5bbc4a960b4ad32073c57aae908acf287d550e,NEW
Conditioning,19,0.5,n/a — no frozen canonical overall WER,0.28888888888888886,0.6911764705882353,0.6911764705882353,0.1407035175879397,2,0,-6.0,8,1.0,0.9550561797752809,837.6452271938324,-0.0071629370110546705,232,3.8778709447204918,sha256:ca64bd4faf7f7fa84e83861d6d5bbc4a960b4ad32073c57aae908acf287d550e,NEW
Conditioning,19,1.0,n/a — no frozen canonical overall WER,0.34444444444444444,0.7352941176470589,0.7352941176470589,0.20100502512562815,4,5,-18.0,20,0.7368421052631579,0.9044943820224719,1273.8621006011963,-0.01413025789173329,210,7.7557418894409835,sha256:ca64bd4faf7f7fa84e83861d6d5bbc4a960b4ad32073c57aae908acf287d550e,NEW
Conditioning,19,2.0,n/a — no frozen canonical overall WER,0.7666666666666667,0.9852941176470589,0.9852941176470589,0.6884422110552764,0,18,-129.0,123,0.05263157894736842,0.37640449438202245,1004.5583024024963,-0.12841464720512913,121,15.511483778881967,sha256:ca64bd4faf7f7fa84e83861d6d5bbc4a960b4ad32073c57aae908acf287d550e,NEW
Local+Cond,19,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,435.9792455434799,-0.0068810614969992,230,1.9389354723602459,sha256:72ebaa11b84547e292792dd6e44b801c1af044bb51369ddba6e0e04296bf84e2,NEW
Local+Cond,19,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.7205882352941176,0.7205882352941176,0.135678391959799,0,0,-7.0,7,1.0,0.9606741573033708,719.778950214386,-0.009725207993252723,201,3.8778709447204918,sha256:72ebaa11b84547e292792dd6e44b801c1af044bb51369ddba6e0e04296bf84e2,NEW
Local+Cond,19,1.0,n/a — no frozen canonical overall WER,0.3296296296296296,0.7941176470588235,0.7941176470588235,0.16080402010050251,0,5,-17.0,14,0.7368421052631579,0.9325842696629213,1240.0669054985046,-0.013708937739263375,206,7.7557418894409835,sha256:72ebaa11b84547e292792dd6e44b801c1af044bb51369ddba6e0e04296bf84e2,NEW
Local+Cond,19,2.0,n/a — no frozen canonical overall WER,1.3185185185185184,0.9558823529411765,0.9558823529411765,1.4472361809045227,0,16,-175.0,169,0.15789473684210525,0.10674157303370786,1234.7013602256775,-0.1417346782285991,155,15.511483778881967,sha256:72ebaa11b84547e292792dd6e44b801c1af044bb51369ddba6e0e04296bf84e2,NEW
Local,19,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,430.20787596702576,-0.006973373031018013,229,1.9389354723602459,sha256:c51744d5d4ff5207caf7fdaa2b4fc5fc5a48ea0688e5f58a6a230e05825b8ae1,NEW
Local,19,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,795.8330504894257,-0.006282724746006808,225,3.8778709447204918,sha256:c51744d5d4ff5207caf7fdaa2b4fc5fc5a48ea0688e5f58a6a230e05825b8ae1,NEW
Local,19,1.0,n/a — no frozen canonical overall WER,0.4740740740740741,0.7941176470588235,0.8088235294117647,0.35175879396984927,0,5,-57.0,54,0.7368421052631579,0.7078651685393258,1239.6250066757202,-0.04598164742808461,208,7.7557418894409835,sha256:c51744d5d4ff5207caf7fdaa2b4fc5fc5a48ea0688e5f58a6a230e05825b8ae1,NEW
Local,19,2.0,n/a — no frozen canonical overall WER,1.6296296296296295,0.9411764705882353,0.9411764705882353,1.8743718592964824,0,15,-183.0,177,0.21052631578947367,0.056179775280898875,1814.1411514282227,-0.10087417941869033,226,15.511483778881967,sha256:c51744d5d4ff5207caf7fdaa2b4fc5fc5a48ea0688e5f58a6a230e05825b8ae1,NEW
Raw+Cond,19,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,435.8064501285553,-0.0068837898087902374,230,1.9389354723602459,sha256:b3c4e1d7c30d24e0e7fe9fcb0c67694a647672997a90c4028b7c2c6fb780bc72,NEW
Raw+Cond,19,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.7205882352941176,0.7205882352941176,0.135678391959799,0,0,-7.0,7,1.0,0.9606741573033708,716.009580373764,-0.009776405500532452,200,3.8778709447204918,sha256:b3c4e1d7c30d24e0e7fe9fcb0c67694a647672997a90c4028b7c2c6fb780bc72,NEW
Raw+Cond,19,1.0,n/a — no frozen canonical overall WER,0.3296296296296296,0.7941176470588235,0.7941176470588235,0.16080402010050251,0,5,-17.0,14,0.7368421052631579,0.9325842696629213,1239.4755291938782,-0.013715478522642837,206,7.7557418894409835,sha256:b3c4e1d7c30d24e0e7fe9fcb0c67694a647672997a90c4028b7c2c6fb780bc72,NEW
Raw+Cond,19,2.0,n/a — no frozen canonical overall WER,1.3407407407407408,0.9558823529411765,0.9558823529411765,1.4773869346733668,0,16,-174.0,168,0.15789473684210525,0.11235955056179775,1264.28813123703,-0.13762685554103196,159,15.511483778881967,sha256:b3c4e1d7c30d24e0e7fe9fcb0c67694a647672997a90c4028b7c2c6fb780bc72,NEW
Raw,19,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,428.16241014003754,-0.007006687016309537,228,1.9389354723602459,sha256:70f968dc8402991b4e707e579b100c7e1cf4229590a4f2391eb8eec8517092ba,NEW
Raw,19,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-5.0,5,1.0,0.9719101123595506,795.1848440170288,-0.006287846200314307,225,3.8778709447204918,sha256:70f968dc8402991b4e707e579b100c7e1cf4229590a4f2391eb8eec8517092ba,NEW
Raw,19,1.0,n/a — no frozen canonical overall WER,0.4777777777777778,0.7941176470588235,0.8088235294117647,0.35678391959798994,0,5,-57.0,54,0.7368421052631579,0.7078651685393258,1231.532286643982,-0.046283804832538564,207,7.7557418894409835,sha256:70f968dc8402991b4e707e579b100c7e1cf4229590a4f2391eb8eec8517092ba,NEW
Raw,19,2.0,n/a — no frozen canonical overall WER,0.9481481481481482,0.9411764705882353,0.9411764705882353,0.949748743718593,0,15,-183.0,177,0.21052631578947367,0.056179775280898875,229.5346326828003,-0.7972653096445464,28,15.511483778881967,sha256:70f968dc8402991b4e707e579b100c7e1cf4229590a4f2391eb8eec8517092ba,NEW
Conditioning,20,0.25,n/a — no frozen canonical overall WER,0.2814814814814815,0.7205882352941176,0.7205882352941176,0.12060301507537688,0,0,-4.0,4,1.0,0.9775280898876404,450.94973492622375,-0.008870168203235352,234,1.9534355811867035,sha256:98d9f278c19068db5e912b4bb9d913825fca1dca1f3d839cf33d0daa9bd8e768,NEW
Conditioning,20,0.5,n/a — no frozen canonical overall WER,0.3,0.6617647058823529,0.6617647058823529,0.1658291457286432,4,0,-9.0,13,1.0,0.9269662921348315,841.4172163009644,-0.01069623942277503,230,3.906871162373407,sha256:98d9f278c19068db5e912b4bb9d913825fca1dca1f3d839cf33d0daa9bd8e768,NEW
Conditioning,20,1.0,n/a — no frozen canonical overall WER,1.5444444444444445,0.7058823529411765,0.7205882352941176,1.8341708542713568,4,3,-13.0,17,0.8421052631578947,0.9213483146067416,2447.699368953705,-0.005311109756733315,400,7.813742324746814,sha256:98d9f278c19068db5e912b4bb9d913825fca1dca1f3d839cf33d0daa9bd8e768,NEW
Conditioning,20,2.0,n/a — no frozen canonical overall WER,0.8333333333333334,0.8823529411764706,0.8823529411764706,0.8140703517587939,4,15,-151.0,146,0.21052631578947367,0.2303370786516854,968.5846638679504,-0.15589757471174065,115,15.627484649493628,sha256:98d9f278c19068db5e912b4bb9d913825fca1dca1f3d839cf33d0daa9bd8e768,NEW
Local+Cond,20,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,441.38349974155426,-0.006796810487380264,230,1.9534355811867035,sha256:502e7de0d9cea68d9d795940c08ac489264e3a3e41fe90d58a55d57ef26cbc86,NEW
