direction,layer,rho,wer,mer,pier,en_wer,matrix_cer,corrections,corruptions,utility,outside_harm,embed_retention,matrix_retention,energy,utility_per_energy,edits,effective_dose,direction_hash,source
Raw+Cond,3,0.5,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,490.6630994081497,-0.0020380582954092645,231,2.338958384118124,sha256:8cea249d5ec5ac20069a90a517dab561a1e3c33df034a628413c0a993cac252a,NEW
Raw+Cond,3,1.0,n/a — no frozen canonical overall WER,0.3037037037037037,0.7941176470588235,0.7941176470588235,0.12562814070351758,0,5,-10.0,7,0.7368421052631579,0.9719101123595506,809.1133909225464,-0.012359207142274654,230,4.677916768236248,sha256:8cea249d5ec5ac20069a90a517dab561a1e3c33df034a628413c0a993cac252a,NEW
Raw+Cond,3,2.0,n/a — no frozen canonical overall WER,3.4703703703703703,0.9852941176470589,1.0147058823529411,4.351758793969849,0,18,-124.0,118,0.05263157894736842,0.4044943820224719,3548.7919478416443,-0.034941467919925855,670,9.355833536472495,sha256:8cea249d5ec5ac20069a90a517dab561a1e3c33df034a628413c0a993cac252a,NEW
Raw,3,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-2.0,2,1.0,0.9887640449438202,258.4662469625473,-0.007737954272573963,231,1.169479192059062,sha256:cca81d5bd90a884ebe713e7aec684895f45e34c3e5c79b43c034a1bfaa4999a9,NEW
Raw,3,0.5,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,485.01099467277527,-0.006185426790219518,233,2.338958384118124,sha256:cca81d5bd90a884ebe713e7aec684895f45e34c3e5c79b43c034a1bfaa4999a9,NEW
Raw,3,1.0,n/a — no frozen canonical overall WER,1.011111111111111,0.8676470588235294,0.8676470588235294,1.0603015075376885,2,12,-92.0,91,0.3684210526315789,0.5393258426966292,1215.0745878219604,-0.07571551649756036,344,4.677916768236248,sha256:cca81d5bd90a884ebe713e7aec684895f45e34c3e5c79b43c034a1bfaa4999a9,NEW
Raw,3,2.0,n/a — no frozen canonical overall WER,1.0629629629629629,0.9852941176470589,0.9852941176470589,1.0904522613065326,0,18,-183.0,177,0.05263157894736842,0.07303370786516854,729.7709863185883,-0.25076360040451057,148,9.355833536472495,sha256:cca81d5bd90a884ebe713e7aec684895f45e34c3e5c79b43c034a1bfaa4999a9,NEW
Conditioning,4,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,278.09659707546234,0.0,232,1.2175390796469558,sha256:2e3d9e8f58ef4fdc549db2b7e8e5849213dd613b5c7c79d6bd9d7bc94fc2fc29,NEW
Conditioning,4,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-3.0,0,0.8421052631578947,1.0,533.5785884857178,-0.005622414513509476,236,2.4350781592939117,sha256:2e3d9e8f58ef4fdc549db2b7e8e5849213dd613b5c7c79d6bd9d7bc94fc2fc29,NEW
Conditioning,4,1.0,n/a — no frozen canonical overall WER,0.3111111111111111,0.8676470588235294,0.8676470588235294,0.11055276381909548,0,10,-11.0,5,0.47368421052631576,0.9943820224719101,907.9207186698914,-0.012115595308932985,241,4.870156318587823,sha256:2e3d9e8f58ef4fdc549db2b7e8e5849213dd613b5c7c79d6bd9d7bc94fc2fc29,NEW
Conditioning,4,2.0,n/a — no frozen canonical overall WER,0.9333333333333333,0.9852941176470589,0.9852941176470589,0.914572864321608,0,18,-179.0,173,0.05263157894736842,0.09550561797752809,4773.405840396881,-0.03749943038262952,810,9.740312637175647,sha256:2e3d9e8f58ef4fdc549db2b7e8e5849213dd613b5c7c79d6bd9d7bc94fc2fc29,NEW
Local+Cond,4,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,273.1573632955551,0.0,232,1.2175390796469558,sha256:90f86a0ff65d08c28bb758069fb999b12dca105b3b35085bbbb69b35a3d0a0bc,NEW
Local+Cond,4,0.5,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,507.80785751342773,-0.001969248772353936,231,2.4350781592939117,sha256:90f86a0ff65d08c28bb758069fb999b12dca105b3b35085bbbb69b35a3d0a0bc,NEW
Local+Cond,4,1.0,n/a — no frozen canonical overall WER,0.32592592592592595,0.8970588235294118,0.8970588235294118,0.12060301507537688,0,12,-16.0,10,0.3684210526315789,0.9775280898876404,871.0120058059692,-0.01836943680838796,240,4.870156318587823,sha256:90f86a0ff65d08c28bb758069fb999b12dca105b3b35085bbbb69b35a3d0a0bc,NEW
Local+Cond,4,2.0,n/a — no frozen canonical overall WER,0.9444444444444444,0.9852941176470589,0.9852941176470589,0.9296482412060302,0,18,-182.0,176,0.05263157894736842,0.07865168539325842,824.6760470867157,-0.2206927200601262,157,9.740312637175647,sha256:90f86a0ff65d08c28bb758069fb999b12dca105b3b35085bbbb69b35a3d0a0bc,NEW
Local,4,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,268.74745869636536,0.0,232,1.2175390796469558,sha256:2c014f6f988157d54577bcabd153cf79ea0fa692396b7c2c53b40a806424cb66,NEW
Local,4,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-4.0,4,1.0,0.9775280898876404,496.33343160152435,-0.008059098471551993,231,2.4350781592939117,sha256:2c014f6f988157d54577bcabd153cf79ea0fa692396b7c2c53b40a806424cb66,NEW
Local,4,1.0,n/a — no frozen canonical overall WER,0.9222222222222223,0.8970588235294118,0.8970588235294118,0.9296482412060302,0,12,-84.0,81,0.3684210526315789,0.5955056179775281,1685.9174554347992,-0.04982450340567614,445,4.870156318587823,sha256:2c014f6f988157d54577bcabd153cf79ea0fa692396b7c2c53b40a806424cb66,NEW
Local,4,2.0,n/a — no frozen canonical overall WER,1.5888888888888888,0.9852941176470589,0.9852941176470589,1.8040201005025125,0,18,-184.0,178,0.05263157894736842,0.06741573033707865,1209.9730212688446,-0.1520695063159734,230,9.740312637175647,sha256:2c014f6f988157d54577bcabd153cf79ea0fa692396b7c2c53b40a806424cb66,NEW
Raw+Cond,4,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,273.25076127052307,0.0,232,1.2175390796469558,sha256:b1aef2db023ee89be0cbd7ac3d62e3235eaa40798b993caa0b9c613b33bcf4a6,NEW
Raw+Cond,4,0.5,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,508.06354773044586,-0.0019682577198601777,231,2.4350781592939117,sha256:b1aef2db023ee89be0cbd7ac3d62e3235eaa40798b993caa0b9c613b33bcf4a6,NEW
Raw+Cond,4,1.0,n/a — no frozen canonical overall WER,0.32222222222222224,0.8970588235294118,0.8970588235294118,0.11557788944723618,0,12,-15.0,9,0.3684210526315789,0.9831460674157303,882.5448727607727,-0.016996302922339883,243,4.870156318587823,sha256:b1aef2db023ee89be0cbd7ac3d62e3235eaa40798b993caa0b9c613b33bcf4a6,NEW
Raw+Cond,4,2.0,n/a — no frozen canonical overall WER,0.9296296296296296,0.9852941176470589,0.9852941176470589,0.9095477386934674,0,18,-177.0,171,0.05263157894736842,0.10674157303370786,1014.114520072937,-0.1745365010524352,190,9.740312637175647,sha256:b1aef2db023ee89be0cbd7ac3d62e3235eaa40798b993caa0b9c613b33bcf4a6,NEW
Raw,4,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,268.80989879369736,0.0,232,1.2175390796469558,sha256:7e3de506a5ea57fb849560a9f6664f3096f32f4b4fc3d7a6e89d042d42486310,NEW
Raw,4,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,0,0,-4.0,4,1.0,0.9775280898876404,496.49959886074066,-0.00805640127238437,231,2.4350781592939117,sha256:7e3de506a5ea57fb849560a9f6664f3096f32f4b4fc3d7a6e89d042d42486310,NEW
Raw,4,1.0,n/a — no frozen canonical overall WER,0.9222222222222223,0.8970588235294118,0.8970588235294118,0.9296482412060302,0,12,-84.0,81,0.3684210526315789,0.5955056179775281,1686.8637173175812,-0.04979655388733786,445,4.870156318587823,sha256:7e3de506a5ea57fb849560a9f6664f3096f32f4b4fc3d7a6e89d042d42486310,NEW
Raw,4,2.0,n/a — no frozen canonical overall WER,1.6333333333333333,0.9852941176470589,0.9852941176470589,1.864321608040201,0,18,-185.0,179,0.05263157894736842,0.06179775280898876,1238.50079870224,-0.14937414670531646,235,9.740312637175647,sha256:7e3de506a5ea57fb849560a9f6664f3096f32f4b4fc3d7a6e89d042d42486310,NEW
Conditioning,5,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,288.112731218338,0.0,232,1.2577232306074113,sha256:b4bd5129b86a7bfcab766fa04dedd6767a6c9cc6830aa5649432afb7d2688e1c,NEW
Conditioning,5,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-3.0,0,0.8421052631578947,1.0,555.0668201446533,-0.005404754691008524,236,2.5154464612148226,sha256:b4bd5129b86a7bfcab766fa04dedd6767a6c9cc6830aa5649432afb7d2688e1c,NEW
Conditioning,5,1.0,n/a — no frozen canonical overall WER,0.32592592592592595,0.9411764705882353,0.9411764705882353,0.10552763819095477,0,15,-15.0,9,0.21052631578947367,1.0,958.5676684379578,-0.015648347522969744,244,5.030892922429645,sha256:b4bd5129b86a7bfcab766fa04dedd6767a6c9cc6830aa5649432afb7d2688e1c,NEW
Conditioning,5,2.0,n/a — no frozen canonical overall WER,1.0740740740740742,0.9852941176470589,1.0147058823529411,1.0954773869346734,0,18,-65.0,59,0.05263157894736842,0.7359550561797753,3338.088926792145,-0.01947221941222041,577,10.06178584485929,sha256:b4bd5129b86a7bfcab766fa04dedd6767a6c9cc6830aa5649432afb7d2688e1c,NEW
Local+Cond,5,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,-1.0,1,1.0,0.9943820224719101,282.4210720062256,-0.0035408122803880456,231,1.2577232306074113,sha256:103e8bb1c16e22161e704eae16182a14bc1904114767aca379916f2d14de8ac0,NEW
Local+Cond,5,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,538.9352301359177,-0.007422042160782871,235,2.5154464612148226,sha256:103e8bb1c16e22161e704eae16182a14bc1904114767aca379916f2d14de8ac0,NEW
Local+Cond,5,1.0,n/a — no frozen canonical overall WER,0.32222222222222224,0.9264705882352942,0.9264705882352942,0.10552763819095477,0,14,-15.0,9,0.2631578947368421,0.9943820224719101,896.992577791214,-0.016722546397135777,236,5.030892922429645,sha256:103e8bb1c16e22161e704eae16182a14bc1904114767aca379916f2d14de8ac0,NEW
Local+Cond,5,2.0,n/a — no frozen canonical overall WER,5.666666666666667,0.9852941176470589,0.9852941176470589,7.336683417085427,0,18,-155.0,149,0.05263157894736842,0.2303370786516854,6061.7485427856445,-0.025570179776670605,1029,10.06178584485929,sha256:103e8bb1c16e22161e704eae16182a14bc1904114767aca379916f2d14de8ac0,NEW
Local,5,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,278.79574674367905,0.0,232,1.2577232306074113,sha256:1fac367d5c3494118790855a9f27323343b0e0c128a8b303788ff6052bfc6aea,NEW
Local,5,0.5,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,518.7411208152771,-0.005783231518806652,232,2.5154464612148226,sha256:1fac367d5c3494118790855a9f27323343b0e0c128a8b303788ff6052bfc6aea,NEW
Local,5,1.0,n/a — no frozen canonical overall WER,1.1555555555555554,0.8529411764705882,0.8529411764705882,1.2613065326633166,2,11,-82.0,81,0.42105263157894735,0.5898876404494382,1578.4660940170288,-0.05194916780969219,444,5.030892922429645,sha256:1fac367d5c3494118790855a9f27323343b0e0c128a8b303788ff6052bfc6aea,NEW
Local,5,2.0,n/a — no frozen canonical overall WER,1.8148148148148149,0.9852941176470589,0.9852941176470589,2.1105527638190953,0,18,-182.0,176,0.05263157894736842,0.07865168539325842,1283.039987564087,-0.14185060618846007,239,10.06178584485929,sha256:1fac367d5c3494118790855a9f27323343b0e0c128a8b303788ff6052bfc6aea,NEW
Raw+Cond,5,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,283.6744713783264,0.0,232,1.2577232306074113,sha256:972927fa67218719055cbdc378a32b6a824fa28ada857280bbfa13bdbc0ae001,NEW
Raw+Cond,5,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,539.0796352624893,-0.007420053992676453,235,2.5154464612148226,sha256:972927fa67218719055cbdc378a32b6a824fa28ada857280bbfa13bdbc0ae001,NEW
Raw+Cond,5,1.0,n/a — no frozen canonical overall WER,0.32222222222222224,0.9264705882352942,0.9264705882352942,0.10552763819095477,0,14,-15.0,9,0.2631578947368421,0.9943820224719101,897.4979481697083,-0.016713130130926655,236,5.030892922429645,sha256:972927fa67218719055cbdc378a32b6a824fa28ada857280bbfa13bdbc0ae001,NEW
Raw+Cond,5,2.0,n/a — no frozen canonical overall WER,4.303703703703704,0.9852941176470589,0.9852941176470589,5.4874371859296485,0,18,-157.0,151,0.05263157894736842,0.21910112359550563,4953.699830055237,-0.03169348272728292,855,10.06178584485929,sha256:972927fa67218719055cbdc378a32b6a824fa28ada857280bbfa13bdbc0ae001,NEW
Raw,5,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,278.95492297410965,0.0,232,1.2577232306074113,sha256:6d5e6f013c2f6492b9797195f93618c74abe22e681a16aa964abc1500c67bf17,NEW
Raw,5,0.5,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-3.0,3,1.0,0.9831460674157303,521.3841061592102,-0.005753915327606703,233,2.5154464612148226,sha256:6d5e6f013c2f6492b9797195f93618c74abe22e681a16aa964abc1500c67bf17,NEW
Raw,5,1.0,n/a — no frozen canonical overall WER,1.1555555555555554,0.8529411764705882,0.8529411764705882,1.2613065326633166,2,11,-82.0,81,0.42105263157894735,0.5898876404494382,1592.387613773346,-0.051494999892451786,447,5.030892922429645,sha256:6d5e6f013c2f6492b9797195f93618c74abe22e681a16aa964abc1500c67bf17,NEW
Raw,5,2.0,n/a — no frozen canonical overall WER,1.8444444444444446,0.9852941176470589,0.9852941176470589,2.150753768844221,0,18,-180.0,174,0.05263157894736842,0.0898876404494382,1284.5842921733856,-0.14012315197740613,240,10.06178584485929,sha256:6d5e6f013c2f6492b9797195f93618c74abe22e681a16aa964abc1500c67bf17,NEW
Conditioning,6,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,303.0528608560562,0.0,232,1.3286815217138639,sha256:0f61125d92a07024a2a7ff39f21cc269fad8b0151b646b297459223da4b9e94c,NEW
Conditioning,6,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,579.9452950954437,-0.0068972022599850654,235,2.6573630434277278,sha256:0f61125d92a07024a2a7ff39f21cc269fad8b0151b646b297459223da4b9e94c,NEW
Conditioning,6,1.0,n/a — no frozen canonical overall WER,0.3333333333333333,0.9264705882352942,0.9411764705882353,0.11557788944723618,1,15,-15.0,10,0.21052631578947367,0.9943820224719101,1015.9363067150116,-0.014764705130483903,247,5.3147260868554556,sha256:0f61125d92a07024a2a7ff39f21cc269fad8b0151b646b297459223da4b9e94c,NEW
Conditioning,6,2.0,n/a — no frozen canonical overall WER,1.4481481481481482,0.9852941176470589,1.0147058823529411,1.6080402010050252,0,18,-98.0,92,0.05263157894736842,0.550561797752809,3156.4612469673157,-0.0310474269545229,529,10.629452173710911,sha256:0f61125d92a07024a2a7ff39f21cc269fad8b0151b646b297459223da4b9e94c,NEW
Local+Cond,6,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,298.5802743434906,0.0,232,1.3286815217138639,sha256:516a1817014d205b5cc22593f7adfa65c416c7de0c57a9674c1bcf43688ee5be,NEW
Local+Cond,6,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,564.305773973465,-0.007088355612303357,234,2.6573630434277278,sha256:516a1817014d205b5cc22593f7adfa65c416c7de0c57a9674c1bcf43688ee5be,NEW
Local+Cond,6,1.0,n/a — no frozen canonical overall WER,0.35185185185185186,0.9117647058823529,0.9117647058823529,0.1507537688442211,2,15,-22.0,18,0.21052631578947367,0.949438202247191,943.2042028903961,-0.023324747634268634,236,5.3147260868554556,sha256:516a1817014d205b5cc22593f7adfa65c416c7de0c57a9674c1bcf43688ee5be,NEW
Local+Cond,6,2.0,n/a — no frozen canonical overall WER,1.7592592592592593,0.9852941176470589,0.9852941176470589,2.0351758793969847,0,18,-169.0,163,0.05263157894736842,0.15168539325842698,2075.5897336006165,-0.0814226420877638,357,10.629452173710911,sha256:516a1817014d205b5cc22593f7adfa65c416c7de0c57a9674c1bcf43688ee5be,NEW
Local,6,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,293.2428766489029,0.0,231,1.3286815217138639,sha256:c5e3f9a26b6dda87d721d32207ad383fcaa8fd296d482ad26ede52298196cf13,NEW
Local,6,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,2,2,-3.0,5,0.8947368421052632,0.9831460674157303,551.6589194536209,-0.005438142834654586,233,2.6573630434277278,sha256:c5e3f9a26b6dda87d721d32207ad383fcaa8fd296d482ad26ede52298196cf13,NEW
Local,6,1.0,n/a — no frozen canonical overall WER,0.562962962962963,0.8088235294117647,0.8088235294117647,0.4723618090452261,2,8,-80.0,79,0.5789473684210527,0.5842696629213483,825.7823700904846,-0.09687782507543004,207,5.3147260868554556,sha256:c5e3f9a26b6dda87d721d32207ad383fcaa8fd296d482ad26ede52298196cf13,NEW
Local,6,2.0,n/a — no frozen canonical overall WER,0.9481481481481482,0.9852941176470589,0.9852941176470589,0.9346733668341709,0,18,-184.0,178,0.05263157894736842,0.06741573033707865,268.38599967956543,-0.685579725543372,48,10.629452173710911,sha256:c5e3f9a26b6dda87d721d32207ad383fcaa8fd296d482ad26ede52298196cf13,NEW
Raw+Cond,6,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,298.724910736084,0.0,232,1.3286815217138639,sha256:0e2bf807ea3a070bdc87478148b3dfb9ec69f0129124ab662a13b49885fabbe8,NEW
Raw+Cond,6,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,564.6109583377838,-0.007084524203667621,234,2.6573630434277278,sha256:0e2bf807ea3a070bdc87478148b3dfb9ec69f0129124ab662a13b49885fabbe8,NEW
Raw+Cond,6,1.0,n/a — no frozen canonical overall WER,0.337037037037037,0.9264705882352942,0.9264705882352942,0.12562814070351758,1,15,-18.0,13,0.21052631578947367,0.9775280898876404,989.8495397567749,-0.01818458187536557,247,5.3147260868554556,sha256:0e2bf807ea3a070bdc87478148b3dfb9ec69f0129124ab662a13b49885fabbe8,NEW
Raw+Cond,6,2.0,n/a — no frozen canonical overall WER,1.825925925925926,0.9852941176470589,1.0,2.120603015075377,0,18,-168.0,162,0.05263157894736842,0.15730337078651685,2197.014419078827,-0.07646740892599135,378,10.629452173710911,sha256:0e2bf807ea3a070bdc87478148b3dfb9ec69f0129124ab662a13b49885fabbe8,NEW
Raw,6,0.25,n/a — no frozen canonical overall WER,0.2777777777777778,0.7205882352941176,0.7205882352941176,0.11557788944723618,0,0,-2.0,2,1.0,0.9887640449438202,293.59799003601074,-0.006812035735512677,231,1.3286815217138639,sha256:4dccc784c2ac2790f7f814db346108fedeeb542a77c3609dcfc3906a247444f4,NEW
Raw,6,0.5,n/a — no frozen canonical overall WER,0.2851851851851852,0.7205882352941176,0.7205882352941176,0.12562814070351758,2,2,-3.0,5,0.8947368421052632,0.9831460674157303,552.2685889005661,-0.005432139470347713,233,2.6573630434277278,sha256:4dccc784c2ac2790f7f814db346108fedeeb542a77c3609dcfc3906a247444f4,NEW
Raw,6,1.0,n/a — no frozen canonical overall WER,0.5703703703703704,0.8088235294117647,0.8088235294117647,0.4824120603015075,2,8,-80.0,79,0.5789473684210527,0.5842696629213483,875.263016462326,-0.09140109715059969,219,5.3147260868554556,sha256:4dccc784c2ac2790f7f814db346108fedeeb542a77c3609dcfc3906a247444f4,NEW
Raw,6,2.0,n/a — no frozen canonical overall WER,1.0407407407407407,0.9852941176470589,0.9852941176470589,1.0603015075376885,0,18,-184.0,178,0.05263157894736842,0.06741573033707865,446.9857964515686,-0.41164618979103645,81,10.629452173710911,sha256:4dccc784c2ac2790f7f814db346108fedeeb542a77c3609dcfc3906a247444f4,NEW
Conditioning,7,0.25,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-3.0,0,0.8421052631578947,1.0,335.17120814323425,-0.008950649480363362,236,1.445891429932815,sha256:543927d7d5820184949526a688729ad70f1e8b3aee0cf22c27e68e88b79c720f,NEW
Conditioning,7,0.5,n/a — no frozen canonical overall WER,0.29259259259259257,0.8088235294117647,0.8088235294117647,0.10552763819095477,0,6,-7.0,1,0.6842105263157895,0.9943820224719101,632.447390794754,-0.01106811428410444,236,2.89178285986563,sha256:543927d7d5820184949526a688729ad70f1e8b3aee0cf22c27e68e88b79c720f,NEW
Conditioning,7,1.0,n/a — no frozen canonical overall WER,0.3296296296296296,0.9558823529411765,0.9558823529411765,0.10552763819095477,0,16,-16.0,10,0.15789473684210525,1.0,1088.029542684555,-0.01470548305197883,244,5.78356571973126,sha256:543927d7d5820184949526a688729ad70f1e8b3aee0cf22c27e68e88b79c720f,NEW
Conditioning,7,2.0,n/a — no frozen canonical overall WER,1.462962962962963,0.9852941176470589,1.0294117647058822,1.6231155778894473,0,18,-66.0,60,0.05263157894736842,0.7303370786516854,3416.5892477035522,-0.01931751089024285,550,11.56713143946252,sha256:543927d7d5820184949526a688729ad70f1e8b3aee0cf22c27e68e88b79c720f,NEW
Local+Cond,7,0.25,n/a — no frozen canonical overall WER,0.27037037037037037,0.7205882352941176,0.7205882352941176,0.10552763819095477,0,0,0.0,0,1.0,1.0,323.6944875717163,0.0,232,1.445891429932815,sha256:88966280a9c119a4e2bbcc401443b4a75983d52fff53887bc166b460dab0eb53,NEW
Local+Cond,7,0.5,n/a — no frozen canonical overall WER,0.2814814814814815,0.7647058823529411,0.7647058823529411,0.10552763819095477,0,3,-4.0,1,0.8421052631578947,0.9943820224719101,612.2243762016296,-0.006533552330628929,235,2.89178285986563,sha256:88966280a9c119a4e2bbcc401443b4a75983d52fff53887bc166b460dab0eb53,NEW
Local+Cond,7,1.0,n/a — no frozen canonical overall WER,0.5703703703703704,0.9411764705882353,1.338235294117647,0.3015075376884422,1,16,-54.0,49,0.15789473684210525,0.7808988764044944,1773.8353235721588,-0.030442510238918075,399,5.78356571973126,sha256:88966280a9c119a4e2bbcc401443b4a75983d52fff53887bc166b460dab0eb53,NEW
